Machine_ID,Temperature,Run_Time,Downtime_Flag
248,70.4,254.91,0
249,142.96,199.91,0
250,102.15,310.41,1
251,52.17,37.42,0
252,117.54,258.17,1
253,150.0,436.74,1
254,120.97,114.6,0
255,50.0,218.93,0
256,75.47,470.35,0
257,128.01,220.0,0
258,68.77,185.6,0
259,103.31,225.86,0
260,113.24,264.53,0
261,62.19,319.68,0
262,88.21,402.34,1
263,50.0,231.53,0
264,59.27,410.57,0
265,82.42,271.52,0
266,52.57,175.86,0
267,138.97,332.4,0
268,50.0,361.68,0
269,76.8,283.44,0
270,93.92,37.74,0
271,133.24,93.24,0
272,50.0,149.8,0
273,124.89,148.49,0
274,90.31,339.98,0
275,60.55,18.99,1
276,103.86,380.28,0
277,95.97,140.02,0
278,71.99,161.91,0
279,92.09,268.68,1
280,78.44,115.8,0
281,93.41,443.39,0
282,109.86,51.83,0
283,137.58,227.75,0
284,52.87,426.22,1
285,150.0,311.76,0
286,50.0,153.24,0
287,85.45,216.17,0
288,107.65,356.28,0
289,98.43,486.9,1
290,71.32,447.64,0
291,83.76,177.79,1
292,75.21,499.12,0
293,72.32,11.72,0
294,115.49,23.54,0
295,100.71,413.68,1
296,69.21,107.74,0
297,116.99,39.78,0
298,99.22,126.2,0
299,114.39,218.79,0
300,108.89,367.98,0
301,65.13,315.92,0
302,73.19,126.43,0
303,112.42,256.6,0
304,108.31,463.84,1
305,89.37,409.35,0
306,93.52,168.36,0
307,128.33,491.31,1
308,72.25,357.22,0
309,106.41,40.6,0
310,83.93,27.23,0
311,83.47,92.52,0
312,122.96,366.65,0
313,114.76,100.03,0
314,114.41,260.63,1
315,129.16,55.7,0
316,90.63,461.23,0
317,110.46,178.54,0
318,80.69,454.98,0
319,99.72,472.99,0
320,86.1,13.0,1
321,92.91,237.43,1
322,107.85,22.08,0
323,65.45,455.26,0
324,150.0,264.02,1
325,59.82,46.72,0
326,53.57,64.04,0
327,124.74,197.92,0
328,113.75,470.71,1
329,108.72,349.53,1
330,108.85,435.13,1
331,89.63,189.56,0
332,63.08,31.17,0
333,92.27,487.42,0
334,69.69,18.41,0
335,119.25,474.35,1
336,85.59,190.65,0
337,65.24,14.94,0
338,80.36,347.69,0
339,102.39,490.46,1
340,73.09,483.16,0
341,65.33,88.86,0
342,97.31,98.81,0
343,97.35,287.11,1
344,74.79,322.28,1
345,75.87,372.31,0
346,96.96,98.71,0
347,50.0,479.91,1
348,50.0,322.98,0
349,68.45,425.05,0
350,83.6,274.63,1
351,99.33,213.0,0
352,134.26,488.82,1
353,115.73,295.24,1
354,85.2,434.77,1
355,89.43,477.11,0
356,59.92,340.92,1
357,89.44,278.98,0
358,81.34,11.72,0
359,99.68,29.61,0
360,65.18,108.42,0
361,105.58,101.14,0
362,135.98,134.83,1
363,86.74,159.42,0
364,102.05,186.43,0
365,110.7,216.06,0
366,77.96,58.44,1
367,96.72,30.76,0
368,90.38,340.23,0
369,92.93,273.29,0
370,66.81,227.63,0
371,90.74,320.88,0
372,104.94,415.56,1
373,133.53,219.57,0
374,118.78,324.15,0
375,150.0,477.25,1
376,66.98,421.42,0
377,116.17,218.74,1
378,95.5,325.91,0
379,150.0,96.76,0
380,65.75,284.66,0
381,64.81,490.85,0
382,72.02,263.97,0
383,50.0,464.54,0
384,74.23,209.59,1
385,67.23,499.43,0
386,94.51,293.82,0
387,100.25,30.71,0
388,146.29,297.51,0
389,118.51,144.54,0
390,72.69,25.92,0
391,63.05,412.22,1
392,104.76,145.11,1
393,50.39,400.31,0
394,144.94,151.23,0
395,125.38,105.22,1
396,75.92,487.23,0
397,50.0,187.21,1
398,130.62,304.67,0
399,86.56,308.89,0
400,127.13,284.63,0
401,50.0,458.2,1
402,72.02,340.48,0
403,90.16,207.83,0
404,91.41,432.57,0
405,76.5,98.72,0
406,108.69,276.68,0
407,57.97,475.77,0
408,85.73,316.44,0
409,93.61,410.31,0
410,105.43,330.24,0
411,111.35,421.29,1
412,56.26,472.8,0
413,50.0,143.73,0
414,128.33,93.13,0
415,99.97,247.16,0
416,67.55,353.91,0
417,136.53,121.32,0
418,93.47,12.01,1
419,125.38,178.04,0
420,92.03,484.74,0
421,150.0,350.53,0
422,142.66,206.65,0
423,82.53,104.36,1
424,119.15,184.48,0
425,109.36,93.22,0
426,131.06,62.09,0
427,61.05,454.3,0
428,110.58,498.85,1
429,121.75,90.42,1
430,50.0,36.72,1
431,54.5,171.57,0
432,50.0,236.21,1
433,81.92,110.36,0
434,111.53,157.7,1
435,135.07,108.43,0
436,92.22,389.39,0
437,138.86,359.16,0
438,50.0,321.13,0
439,50.0,199.74,0
440,88.33,455.43,0
441,101.52,485.07,1
442,89.02,95.08,0
443,50.0,119.28,0
444,87.33,267.56,0
445,50.87,54.71,0
446,110.09,223.86,0
447,101.0,295.08,0
448,61.8,265.82,0
449,74.58,172.15,0
450,58.22,275.8,0
451,88.12,479.81,1
452,118.65,110.95,0
453,60.43,330.87,0
454,105.12,31.26,0
455,74.09,42.54,0
456,66.21,280.4,0
457,86.79,61.42,1
458,58.94,20.95,0
459,73.39,94.04,0
460,54.06,286.78,0
461,148.94,354.64,1
462,91.06,109.21,0
463,69.01,337.45,0
464,96.42,99.41,0
465,86.63,310.59,0
466,83.37,211.86,0
467,108.43,330.36,0
468,112.73,497.58,1
469,74.08,469.53,0
470,72.73,12.1,1
471,81.75,443.86,0
472,50.0,42.58,0
473,50.0,476.99,0
474,131.01,148.09,0
475,139.35,197.2,0
476,82.53,54.9,0
477,107.3,65.01,1
478,99.34,366.1,0
479,150.0,472.72,1
480,123.59,309.27,0
481,86.16,360.77,0
482,61.33,383.37,0
483,50.0,138.78,1
484,96.1,32.16,0
485,67.31,10.92,0
486,50.0,181.82,0
487,70.6,128.32,0
488,57.55,40.54,0
489,140.61,97.97,0
490,116.45,71.0,1
491,89.76,458.29,0
492,134.4,78.73,1
493,92.32,273.45,0
494,64.16,300.62,1
495,135.69,276.31,0
496,106.17,58.54,0
497,58.88,166.21,0
498,84.29,35.12,0
499,63.73,203.88,0
500,50.0,102.41,1
501,117.79,285.2,1
502,147.28,349.48,0
503,50.0,270.74,0
504,106.89,222.78,1
505,70.48,199.79,0
506,75.39,422.43,0
507,72.23,117.49,0
508,64.08,369.77,0
509,91.46,381.17,0
510,65.07,215.41,0
511,98.11,155.68,0
512,88.49,240.57,0
513,82.83,55.67,0
514,62.77,32.51,0
515,72.7,64.69,0
516,112.66,101.7,0
517,105.03,257.05,0
518,60.67,426.08,0
519,92.98,125.46,0
520,112.54,468.23,1
521,50.0,477.9,0
522,106.3,479.86,1
523,70.12,420.41,0
524,107.12,188.27,0
525,67.1,45.62,0
526,50.0,288.72,0
527,50.0,283.75,0
528,91.44,426.49,0
529,97.79,498.04,1
530,62.87,259.0,0
531,109.16,179.15,0
532,50.0,101.09,0
533,88.02,12.35,0
534,53.67,259.47,0
535,70.44,282.2,0
536,91.42,414.22,0
537,64.19,257.24,0
538,78.46,459.07,1
539,120.19,317.76,0
540,72.69,421.76,0
541,115.07,82.67,0
542,56.11,429.11,0
543,105.89,340.82,0
544,133.25,93.41,0
545,50.0,102.98,0
546,66.09,463.99,0
547,107.31,25.79,0
548,83.91,236.64,0
549,101.13,163.6,0
550,71.88,335.89,0
551,92.6,421.42,0
552,85.33,186.59,1
553,125.03,219.18,1
554,97.63,491.14,1
555,100.13,394.12,0
556,77.64,449.63,0
557,75.37,224.99,1
558,77.02,124.7,1
559,101.83,211.81,0
560,77.37,360.89,0
561,98.69,63.62,1
562,150.0,142.53,0
563,116.13,32.85,0
564,80.22,221.85,0
565,126.04,415.45,1
566,77.76,22.09,0
567,50.0,340.91,0
568,59.76,466.92,0
569,50.0,126.09,0
570,79.45,349.88,1
571,90.55,487.8,0
572,140.29,481.52,1
573,99.81,125.12,0
574,83.43,59.16,0
575,114.88,82.66,0
576,50.0,354.0,0
577,97.07,365.62,0
578,113.13,340.38,0
579,50.0,174.68,0
580,124.31,93.19,0
581,100.15,294.57,0
582,77.54,247.0,1
583,108.98,367.13,0
584,150.0,226.27,0
585,95.46,175.93,0
586,97.45,153.8,0
587,76.22,113.62,0
588,64.5,140.22,0
589,114.91,56.47,0
590,64.32,179.96,1
591,92.15,27.92,0
592,75.67,101.34,0
593,104.37,375.92,0
594,100.01,169.48,1
595,121.13,337.44,0
596,74.7,361.27,0
597,81.9,294.78,0
598,60.64,479.76,0
599,76.67,20.51,1
600,101.32,371.94,1
601,112.71,479.81,1
602,62.34,432.51,1
603,116.09,92.27,0
604,130.67,170.14,1
605,102.4,94.5,0
606,146.3,304.64,0
607,66.79,358.97,0
608,52.66,165.37,0
609,50.0,274.36,0
610,134.88,348.55,0
611,109.63,216.46,0
612,88.33,428.47,0
613,98.4,388.06,0
614,56.24,41.69,0
615,150.0,314.35,0
616,93.88,125.31,0
617,93.28,283.18,0
618,111.77,478.88,1
619,104.43,440.74,1
620,96.72,208.21,0
621,66.29,152.84,1
622,104.14,124.86,0
623,146.46,270.93,0
624,130.36,65.98,0
625,137.8,279.14,0
626,74.66,10.65,1
627,60.31,168.69,0
628,86.23,117.77,0
629,91.67,485.9,1
630,122.83,366.35,0
631,50.0,181.33,0
632,135.89,55.49,1
633,85.26,263.23,1
634,77.19,114.59,0
635,59.64,272.85,0
636,50.0,419.33,1
637,114.7,311.74,0
638,92.2,320.56,1
639,51.3,275.1,0
640,51.15,464.36,1
641,79.93,466.63,0
642,140.07,261.23,1
643,82.21,159.82,0
644,50.0,235.2,0
645,82.63,101.41,0
646,81.82,321.81,1
647,50.0,255.05,0
648,88.37,60.62,0
649,83.07,106.85,1
650,110.89,245.02,1
651,145.47,444.92,1
652,123.8,287.53,1
653,81.93,343.95,0
654,56.8,176.12,0
655,150.0,289.99,0
656,91.78,229.22,0
657,90.42,332.97,0
658,89.28,34.78,0
659,95.94,251.72,0
660,85.67,155.04,0
661,72.79,169.83,0
662,73.59,480.85,1
663,89.02,99.52,0
664,73.7,162.51,0
665,68.61,259.85,0
666,93.19,432.88,0
667,82.35,214.17,0
668,135.12,374.49,0
669,50.0,429.62,0
670,122.75,161.91,0
671,127.38,202.45,0
672,50.0,184.71,0
673,79.72,418.1,1
674,78.86,31.73,0
675,50.0,161.13,0
676,66.67,342.91,1
677,56.68,287.07,0
678,142.57,223.78,0
679,118.07,274.57,0
680,128.15,106.82,0
681,111.65,221.05,0
682,56.13,255.83,0
683,74.26,451.58,1
684,104.68,137.81,0
685,53.34,435.24,0
686,111.39,325.68,1
687,82.79,19.97,0
688,78.76,365.07,1
689,111.33,27.42,1
690,103.33,498.72,1
691,79.17,437.59,1
692,124.78,155.7,0
693,57.57,136.13,0
694,108.48,196.91,0
695,107.79,184.52,0
696,80.71,192.45,0
697,99.78,165.96,0
698,52.47,314.36,0
699,117.72,90.49,1
700,84.45,424.53,0
701,74.32,408.08,1
702,121.47,243.48,1
703,68.87,427.84,0
704,50.0,131.1,0
705,50.0,18.61,0
706,108.18,313.41,0
707,51.59,234.38,0
708,142.64,287.91,0
709,50.0,450.68,0
710,140.89,485.26,1
711,96.33,320.88,0
712,87.1,384.39,0
713,73.65,51.07,0
714,101.97,88.75,0
715,88.87,369.27,0
716,123.1,221.37,0
717,93.43,228.52,0
718,94.51,161.22,1
719,79.09,307.6,0
720,88.29,100.73,0
721,99.23,317.19,0
722,50.0,95.16,0
723,50.0,41.27,1
724,112.3,171.88,0
725,95.13,123.26,0
726,84.48,445.61,0
727,90.55,36.93,0
728,100.43,96.54,0
729,73.81,278.87,0
730,66.65,245.72,0
731,95.88,32.47,0
732,60.65,13.55,1
733,102.25,494.15,1
734,50.0,332.83,0
735,120.87,189.05,1
736,104.18,240.51,1
737,97.68,140.61,0
738,119.48,178.99,0
739,139.96,328.03,0
740,120.43,442.58,1
741,50.0,100.22,1
742,51.61,421.78,0
743,71.26,69.56,0
744,90.78,115.35,0
745,105.53,28.22,0
746,68.23,79.0,0
747,95.6,459.48,1
748,67.34,235.12,1
749,71.65,48.06,0
750,50.0,480.27,1
751,62.3,440.71,0
752,50.0,379.79,1
753,60.72,467.4,0
754,121.61,117.86,1
755,61.52,419.82,0
756,150.0,348.1,1
757,104.8,436.18,1
758,95.55,400.49,0
759,64.25,179.78,0
760,111.01,389.46,1
761,72.73,138.6,0
762,93.66,171.01,0
763,150.0,62.87,0
764,87.12,468.19,0
765,124.48,152.59,0
766,68.9,265.11,1
767,88.95,201.75,1
768,143.12,480.36,1
769,71.19,174.17,0
770,144.37,391.49,0
771,111.23,429.15,1
772,73.13,223.45,0
773,108.97,195.3,0
774,119.18,376.4,0
775,108.65,457.32,1
776,50.0,379.92,0
777,68.19,121.29,0
778,82.57,445.27,0
779,87.77,199.92,0
780,108.62,292.35,0
781,95.33,417.4,0
782,50.0,102.31,0
783,101.41,394.41,1
784,108.32,302.12,0
785,106.79,447.74,1
786,122.42,94.27,0
787,115.02,216.13,0
788,103.78,418.09,1
789,87.9,19.42,0
790,50.0,64.98,0
791,102.89,495.38,1
792,96.23,147.39,0
793,98.15,488.02,0
794,51.7,99.44,0
795,57.57,186.94,0
796,121.59,378.91,0
797,88.81,332.31,1
798,110.45,294.75,0
799,90.85,269.65,0
800,90.89,423.29,0
801,118.15,125.12,0
802,74.52,226.81,0
803,92.88,86.17,0
804,76.13,302.01,0
805,76.97,132.77,0
806,80.72,173.58,0
807,96.66,240.91,0
808,75.64,23.12,1
809,127.67,55.05,0
810,63.16,346.11,0
811,84.39,220.2,0
812,76.81,433.75,0
813,133.41,350.39,1
814,95.9,13.97,0
815,120.96,312.19,1
816,50.0,55.93,0
817,98.01,392.66,0
818,116.69,495.84,1
819,92.47,270.29,0
820,121.96,344.56,0
821,74.48,126.28,1
822,132.28,224.42,0
823,150.0,429.49,1
824,79.11,92.04,0
825,76.63,140.11,1
826,133.6,228.26,0
827,137.39,359.0,1
828,74.31,194.18,0
829,77.39,464.59,0
830,81.55,56.28,0
831,50.0,191.69,0
832,62.44,357.39,0
833,59.88,120.73,0
834,66.97,331.64,0
835,88.96,90.47,0
836,97.03,37.43,0
837,136.52,69.3,0
838,60.05,465.69,1
839,119.53,280.36,1
840,83.58,400.21,0
841,88.52,173.0,1
842,110.24,300.4,0
843,56.32,252.53,0
844,101.47,473.41,1
845,94.99,376.31,0
846,104.77,367.97,0
847,98.68,32.71,0
848,150.0,279.34,0
849,70.87,238.83,0
850,74.07,464.64,0
851,71.31,136.1,0
852,73.34,142.22,1
853,70.88,211.56,0
854,125.67,129.25,0
855,132.62,73.3,1
856,72.88,430.13,0
857,65.03,283.56,0
858,104.14,432.07,1
859,73.43,417.26,0
860,108.99,148.2,0
861,96.09,278.39,0
862,50.0,50.78,0
863,136.43,458.47,1
864,143.88,208.09,0
865,71.62,202.9,0
866,78.37,158.35,0
867,98.58,235.73,0
868,100.03,133.36,0
869,109.76,193.68,1
870,150.0,401.97,1
871,84.69,418.79,0
872,66.05,159.05,0
873,50.0,239.82,1
874,68.07,438.17,0
875,89.01,35.81,0
876,143.84,445.68,1
877,74.47,117.4,0
878,96.71,342.48,0
879,89.51,295.45,0
880,125.65,280.94,0
881,150.0,431.09,1
882,74.07,59.77,0
883,75.32,180.04,0
884,121.32,273.74,0
885,110.46,407.53,1
886,145.4,116.06,0
887,107.52,403.44,1
888,79.22,205.82,0
889,107.72,102.57,0
890,123.26,381.9,0
891,114.61,54.54,0
892,105.22,262.24,0
893,122.0,41.3,0
894,125.08,184.64,0
895,131.46,304.53,0
896,109.46,282.5,0
897,84.99,208.28,0
898,94.4,220.23,0
899,126.2,121.12,0
900,65.49,233.38,0
901,101.06,477.09,1
902,78.2,426.72,1
903,90.86,81.16,0
904,128.35,24.59,0
905,95.73,467.43,0
906,91.39,268.11,0
907,50.0,273.54,0
908,112.39,392.55,1
909,109.36,164.2,0
910,150.0,246.13,0
911,80.77,484.64,0
912,96.57,339.35,1
913,97.48,85.34,0
914,137.32,75.28,0
915,87.14,110.09,0
916,98.37,385.69,0
917,108.24,154.73,0
918,95.6,20.48,0
919,76.61,472.65,0
920,95.82,93.16,0
921,122.21,14.68,1
922,59.2,126.19,1
923,93.99,125.16,0
924,69.0,216.78,0
925,125.85,460.99,1
926,50.0,440.8,0
927,73.23,233.88,0
928,101.32,211.34,0
929,136.97,281.95,1
930,88.03,129.29,0
931,73.34,35.57,0
932,146.43,470.22,1
933,50.0,101.48,0
934,50.0,107.22,1
935,103.2,241.51,0
936,74.94,250.89,0
937,59.36,19.03,0
938,111.25,82.5,1
939,97.31,195.3,0
940,73.08,345.03,0
941,51.59,121.93,0
942,116.17,217.28,0
943,109.51,283.1,0
944,87.02,445.41,0
945,145.4,169.77,0
946,57.9,75.44,0
947,50.0,249.74,0
948,69.24,375.89,0
949,88.63,63.83,0
950,97.3,218.09,0
951,82.76,18.71,0
952,100.56,26.44,0
953,52.45,246.65,1
954,133.31,156.12,0
955,87.54,424.1,0
956,123.52,305.06,0
957,100.28,232.43,0
958,103.7,209.89,0
959,107.09,253.65,0
960,103.43,29.82,0
961,109.28,447.47,1
962,129.87,499.17,1
963,95.9,98.93,0
964,111.27,68.99,0
965,87.31,80.35,0
966,133.2,333.9,0
967,69.71,334.11,0
968,144.03,425.48,1
969,88.8,378.39,0
970,50.0,230.35,0
971,93.84,310.3,0
972,69.57,347.26,0
973,115.22,261.24,0
974,70.42,243.07,0
975,76.61,326.1,0
976,50.0,283.16,0
977,76.43,325.53,0
978,50.0,310.3,0
979,50.0,362.41,0
980,112.81,324.97,0
981,113.57,264.67,0
982,102.76,344.08,0
983,60.99,230.25,1
984,88.57,128.42,0
985,89.89,10.69,0
986,55.25,284.38,0
987,135.1,299.42,0
988,116.32,486.3,1
989,83.37,187.12,1
990,90.81,203.13,0
991,96.25,108.88,0
992,50.0,44.56,0
993,82.58,388.67,0
994,69.54,132.34,0
995,59.95,308.36,0
996,81.57,347.01,0
997,143.93,240.91,1
998,109.23,439.41,1
999,72.86,227.46,0
1000,107.18,149.61,0
1001,131.98,449.05,1
1002,117.74,432.17,1
1003,91.79,90.38,1
1004,70.59,22.72,1
1005,110.95,54.09,0
1006,101.8,150.41,0
1007,116.86,486.41,1
1008,109.06,283.67,0
1009,121.49,192.9,0
1010,73.94,445.47,0
1011,129.52,232.04,0
1012,95.93,164.47,1
1013,150.0,471.2,1
1014,69.32,426.26,0
1015,142.08,423.4,1
1016,95.94,261.02,0
1017,70.46,396.82,0
1018,75.48,97.88,0
1019,80.39,290.88,0
1020,102.72,492.08,1
1021,105.69,152.57,1
1022,72.79,399.23,0
1023,89.27,250.33,0
1024,150.0,29.5,1
1025,141.83,383.88,0
1026,103.09,92.6,0
1027,91.14,319.42,0
1028,93.6,51.98,0
1029,108.41,473.97,1
1030,59.32,152.94,0
1031,82.28,120.97,0
1032,50.0,73.28,0
1033,101.98,473.54,1
1034,109.42,358.83,0
1035,75.5,373.41,0
1036,137.22,254.71,1
1037,53.23,242.62,0
1038,50.0,63.91,0
1039,96.73,284.32,0
1040,121.41,130.99,0
1041,140.52,488.8,1
1042,76.23,400.32,0
1043,122.36,212.37,0
1044,88.84,84.16,0
1045,84.82,394.81,1
1046,116.51,69.81,0
1047,109.57,102.77,0
1048,50.0,113.65,0
1049,134.3,282.88,0
1050,131.4,395.66,0
1051,71.23,164.01,0
1052,101.87,51.49,0
1053,104.82,237.62,1
1054,97.82,376.57,1
1055,73.49,118.62,0
1056,69.85,117.76,1
1057,89.23,474.14,0
1058,125.18,477.54,1
1059,106.31,495.33,1
1060,78.88,405.75,0
1061,113.15,102.21,0
1062,50.0,113.87,0
1063,124.46,176.71,1
1064,50.0,165.88,0
1065,79.13,478.7,0
1066,56.41,396.65,0
1067,51.16,364.76,1
1068,124.82,101.12,0
1069,75.97,455.67,0
1070,100.4,415.66,1
1071,88.59,90.18,0
1072,104.31,436.87,1
1073,92.3,143.4,0
1074,51.51,49.63,0
1075,119.89,331.84,0
1076,75.19,330.36,0
1077,50.0,56.52,0
1078,77.16,166.24,0
1079,135.02,496.48,1
1080,115.51,342.43,1
1081,79.54,367.74,0
1082,79.52,114.33,0
1083,80.35,48.6,0
1084,150.0,145.68,0
1085,101.46,131.96,0
1086,102.9,124.93,0
1087,120.91,104.45,1
1088,97.16,291.63,0
1089,82.23,170.77,0
1090,84.11,411.97,0
1091,87.85,100.13,0
1092,88.88,237.67,0
1093,111.83,16.69,0
1094,91.56,246.02,0
1095,111.98,37.36,0
1096,87.58,489.08,0
1097,92.36,397.39,0
1098,50.0,250.15,1
1099,117.49,52.43,0
1100,100.39,300.3,0
1101,119.94,381.79,0
1102,50.0,103.45,0
1103,150.0,288.42,0
1104,85.81,408.96,0
1105,123.25,386.44,1
1106,58.8,403.47,0
1107,108.38,440.87,1
1108,58.4,469.46,1
1109,71.29,208.71,0
1110,147.42,288.7,0
1111,84.28,397.42,1
1112,96.52,351.6,0
1113,116.1,497.8,1
1114,104.87,16.7,0
1115,94.51,184.02,0
1116,100.95,147.7,0
1117,150.0,138.53,0
1118,88.27,119.04,0
1119,96.03,357.47,0
1120,121.52,51.53,0
1121,123.17,373.39,0
1122,125.61,349.78,0
1123,109.16,132.89,0
1124,55.71,133.89,0
1125,139.0,318.14,0
1126,55.61,383.46,0
1127,99.08,439.48,1
1128,67.37,427.55,0
1129,88.08,482.79,1
1130,99.86,294.88,0
1131,99.64,455.24,0
1132,102.66,406.17,1
1133,138.41,448.39,1
1134,103.61,15.7,0
1135,82.68,483.29,0
1136,118.92,242.03,0
1137,125.68,401.11,1
1138,53.17,72.33,0
1139,107.92,204.01,0
1140,111.04,143.02,0
1141,81.07,152.91,0
1142,131.27,70.4,0
1143,85.5,404.82,1
1144,93.77,14.53,0
1145,84.81,163.13,1
1146,90.47,95.46,0
1147,57.11,298.63,0
1148,50.0,134.58,0
1149,137.84,136.91,0
